transaction_id,customer_age,purchase_amount,product_category,payment_method,is_fraud,transaction_time
30a013d6-37e8-fb06-d7f5-ced8ca4b6950,34,1808.1545009115591,clothing,debit_card,1,2020-02-15T22:55:07.817047
7369266c-4e4f-ad4a-3c5e-8fcd18458f9c,33,1357.2575633574663,toys,credit_card,0,2020-09-11T08:52:52.920882
70a6ee8d-7c76-da20-f8c9-d6702d9ca9c6,73,1005.9214613418155,clothing,debit_card,0,2020-11-26T15:00:21.910728
f3e0abf4-ec56-2d23-d60b-388feb44606a,52,3687.063793378945,electronics,debit_card,0,2020-12-11T17:53:46.228815
f120166a-a24d-72e0-929f-62d6bdbf9fd6,43,804.7427434646568,electronics,paypal,0,2020-11-02T05:12:12.452867
aa47e9d0-c319-bc72-0242-68af485a79f6,74,4737.694678994794,books,paypal,1,2020-02-02T14:10:13.603573
2ac14c27-2a90-e5c6-bb10-c8c87157c5ec,41,4569.056029485013,clothing,debit_card,1,2020-02-20T09:07:26.815969
284bdbe3-80c4-3cea-bad5-a2edf6d9f3a8,74,1452.9808414132785,clothing,paypal,1,2020-02-27T13:16:28.810099
210e9e44-83d7-997f-2009-d77fd8f5e9fd,53,1434.8159299112845,toys,credit_card,1,2020-10-15T17:58:03.182106
e9823f98-5ce9-9f28-c6f4-e2a49232d0e9,64,258.6137776602363,clothing,debit_card,0,2020-02-04T21:02:16.319126
3fd341e9-32f1-b840-71c8-6533fe1f8c47,23,3492.970450517312,food,credit_card,1,2020-09-24T16:06:30.895905
714596d6-4091-ab3c-caa7-fb07b14f6f3a,36,3575.968197614343,electronics,debit_card,0,2020-07-23T09:00:59.263022
da2b6c8d-0fc5-bbd5-8546-3694081b6d45,72,159.0998162061423,clothing,credit_card,1,2020-09-10T15:29:21.492254
32c3472d-b121-18ec-9df6-3f2c3d349776,41,2340.5906232819807,food,credit_card,1,2020-08-14T15:04:53.830512
13eb8f74-90cf-3e39-4c73-3ab8b94e07ff,53,4286.559260728085,clothing,credit_card,0,2020-05-08T14:08:49.393828
bd96c437-3822-898c-7050-f26dac4fe838,59,4166.73828449548,food,credit_card,1,2020-08-16T23:12:21.567004
a7eb3c44-7629-427f-84be-534eb3f934e5,52,1723.9167726785838,books,debit_card,0,2020-12-21T06:28:15.378459
eede911c-4ba4-3c1c-102e-88be200fa5e2,33,2842.703713754459,food,paypal,1,2020-12-17T15:26:51.985907
c74de0c3-c4db-0b6f-092f-fd5d206e2814,48,1859.6545469217208,clothing,credit_card,0,2020-05-03T07:29:21.766565
91ba2a66-9ca2-fd2b-b904-5a545d09746e,67,1552.0867170816143,toys,credit_card,1,2020-10-06T22:01:42.590368
66d8656c-16cc-b0a9-3c04-c13bdf28f755,78,765.2267377018,electronics,bank_transfer,1,2020-10-20T02:07:01.295537
d162d9b6-0632-588d-17c5-75f22f381a36,69,253.37790644967225,electronics,credit_card,0,2020-03-16T18:29:37.571004
7c3939ab-8d03-3dfd-1260-3abad8e48c9e,19,536.4552181248622,clothing,debit_card,1,2020-01-31T15:28:14.463725
2cd5aceb-5f92-bece-eb50-d4b78384b8b1,70,3384.5846774339084,food,credit_card,1,2020-10-05T00:33:05.133646
f81d0561-7906-5400-62e7-cb296ac72051,42,2479.8474799280298,electronics,credit_card,1,2020-05-04T02:12:48.583164
7e677a18-6090-775c-c88f-c5cdecd48831,50,945.5736351746801,electronics,paypal,0,2020-01-29T07:28:12.098199
84b56f5f-0374-5356-d1a3-c5c40145b497,35,115.3143200120166,electronics,bank_transfer,1,2020-07-15T19:16:46.789232
955b5842-19f7-b849-00d2-23303689f707,57,2022.8326629308835,electronics,credit_card,1,2020-04-18T01:57:16.136215
3e5fbe92-87a8-59e4-fb70-9a2024a144d2,30,4711.357200188467,toys,debit_card,0,2020-04-28T06:46:07.591538
24ca0326-fc9e-cd8e-7044-935953102247,70,1337.1674752110466,food,debit_card,1,2020-06-01T02:55:30.647255
64602b9c-050e-cdd8-00fd-57f951aa46f3,22,2453.307293956286,books,credit_card,1,2020-08-26T07:20:16.287616
d63f0086-309d-dfcb-de1c-e4197a636cfc,26,3988.819465492312,books,debit_card,1,2020-11-17T19:19:05.831203
6a088465-3072-8c81-6d7a-00b0470a223a,60,3577.5476894824515,electronics,bank_transfer,1,2020-07-08T19:23:48.675396
eb648f35-eef7-d788-831d-a3fbb9d96d02,64,512.3853520735461,electronics,debit_card,0,2020-07-16T09:51:06.350901
b370a47c-67a2-1000-425c-94abf2eeb246,46,2703.5908622375873,electronics,credit_card,1,2020-11-26T09:27:11.151584
0f5a7727-902e-3e98-9bd1-6b8db851618d,67,4847.453371341846,food,credit_card,0,2020-11-07T05:13:28.080871
be8c405f-88d4-3976-9944-44cd61b708ad,29,4443.330471636084,clothing,credit_card,1,2020-11-01T13:55:32.331259
1e2fb8ef-9249-8176-5e50-b8550fe1f0c0,21,2961.3051628701473,food,credit_card,1,2020-08-29T08:21:00.064445
73b27efd-bfb7-559c-fa14-6ee3f9463a8e,38,2694.6517535221697,clothing,credit_card,1,2020-08-03T13:59:23.523228
a4b02649-ab5c-da75-6d57-04ae34234f64,41,2288.0650770453653,electronics,debit_card,1,2020-06-17T17:55:25.828657
139ad2ea-8b39-867b-4d1c-376a322f8b6d,19,1847.1471590786343,books,debit_card,0,2020-08-08T08:09:03.122634
57e15e8c-7a9e-870f-0c32-c1d6ee7da24e,76,879.5100530853554,toys,credit_card,0,2020-04-07T02:07:09.469910
40c087e8-4d27-08bc-b670-c7b38c426ffc,36,4425.679491584232,toys,debit_card,0,2020-06-05T11:46:54.311921
bebde3f5-89e8-2021-7e20-94c7b9d103ee,23,2967.5250489114615,clothing,credit_card,0,2020-10-09T05:27:49.523983
60178270-b04d-4eb3-5a0a-63979c5420dc,68,3585.83685422255,electronics,credit_card,0,2020-01-01T08:21:51.424028
7441b625-5ae5-8cc5-ecc9-697d1dd3985e,73,3619.0649694335725,books,debit_card,0,2020-08-20T13:13:25.056995
51fc2819-ba17-05e0-af73-7c485936602a,40,1063.7392419670005,clothing,debit_card,0,2020-04-04T16:03:16.084673
e721b196-e239-7714-065c-f9cbd136f99d,35,799.3414370306152,books,credit_card,1,2020-05-21T16:48:45.565386
bd4332fe-23c7-4af8-2264-c05ad78f9efa,62,3512.038873775277,clothing,debit_card,1,2020-05-25T21:24:59.763254
ee5bb023-8876-cd51-18b1-db82094fc023,71,2887.5166277807343,toys,credit_card,1,2020-11-05T04:54:49.119967
e4f61950-6cca-1b5b-1c08-9e0513c7302e,60,1169.392323675954,electronics,credit_card,0,2020-11-17T14:38:12.192261
87732407-7543-20c0-2d78-498d7e3588af,41,4773.916218480228,toys,credit_card,1,2020-04-07T11:17:49.667316
debb6aec-c861-5a33-07c6-1e3668e8c044,50,856.1009786754972,books,paypal,1,2020-09-25T03:37:34.464114
93166e13-c8dd-ace9-8876-5d48f1d3cd5c,34,4350.823351922172,food,bank_transfer,0,2020-03-12T23:40:50.200581
79ef2313-a7b9-0ca2-0c71-8ac8083d4c4c,59,674.0041473911157,books,credit_card,0,2020-11-18T17:05:35.871686
862dad61-696b-9f98-7093-f66769ede280,62,527.1196231544994,books,debit_card,1,2020-03-07T01:55:10.874190
4877ea2f-8daf-461b-deb5-c6b3f3242a26,24,517.0765034603196,electronics,debit_card,1,2020-12-23T12:16:32.554089
7c2aaf8f-f8e8-bb6c-97c0-d103cad61c3f,28,3116.015948718062,books,credit_card,0,2020-06-29T06:13:04.189345
7bb7410f-1bd7-4ad2-a13f-1a03ccd369aa,52,3171.6376296243307,food,paypal,1,2020-10-03T23:50:01.321160
adab6691-1be8-7a60-6943-36d1136d3636,52,4075.821777630451,books,credit_card,0,2020-02-27T02:32:27.447755
784ee10d-43cc-16b2-8bf6-3a53201f7058,34,322.1983402047385,books,debit_card,1,2020-11-05T21:59:11.640132
99193c8c-76c7-e12f-de50-3f32068593ae,70,2231.5928017778697,food,credit_card,0,2020-04-13T14:28:56.427905
c0cc0cf8-eac4-2e28-9902-9f63938ed8f2,79,3868.1154636753636,toys,bank_transfer,1,2020-06-14T11:43:45.387071
049565f5-fa7a-fe7a-f26f-f8776aa7d21c,46,330.33141312892303,food,credit_card,1,2020-11-23T01:11:52.099883
547cd29b-7fd5-0c4b-cff3-d0c6a6454093,63,4703.122622291935,food,bank_transfer,0,2020-05-16T22:29:37.320956
839a63ec-7d4d-c3db-3fea-36a3bcf466d4,19,856.7760071782682,electronics,bank_transfer,1,2020-01-08T08:23:20.329077
2841d308-835d-ce9a-02f6-7a8d8af24d26,47,1909.9334628599674,electronics,credit_card,0,2020-06-16T13:39:50.437928
20a40a90-155b-8d91-18f3-b7844348471c,65,3623.4125048574174,books,debit_card,0,2020-08-17T20:39:46.569011
4eb9cacf-690b-aff5-e00a-445e850fd9de,65,2658.011127824615,toys,bank_transfer,0,2020-02-10T10:58:11.122931
8cd988d8-1e91-4181-8f93-7f4c5f696d62,53,332.9720381633326,toys,paypal,1,2020-09-02T12:06:46.243709
b9da2869-5590-a9bb-f945-acb3f4058f42,49,508.92517327503396,clothing,credit_card,1,2020-08-09T08:08:03.088352
3d283987-059a-df24-4fae-a00db9099697,58,514.7823234953938,electronics,debit_card,0,2020-07-29T15:16:56.015613
fe1b3505-1205-0f31-af37-d051c0f4ab2e,22,3579.7278093692603,toys,credit_card,0,2020-10-29T06:24:23.300721
14ed4f3d-8946-63d1-110f-a323eb5bc971,66,4418.967187068014,electronics,credit_card,0,2020-10-21T07:07:29.517845
78b29309-b2f4-6367-9994-59aa73381b15,69,2327.411870511105,clothing,credit_card,0,2020-03-28T11:14:04.444043
5d721205-887f-979c-3b42-5370c90ec35f,67,2837.33168805542,books,credit_card,1,2020-11-14T11:15:48.410222
05a5934c-4a26-feb7-4491-337d974d0e11,63,638.2861638374344,food,credit_card,1,2020-09-21T15:04:08.320255
85f5a07a-2416-3227-f94d-fa917b6abb4b,77,3267.219415315034,toys,credit_card,0,2020-12-31T05:49:23.606607
0c240721-eee1-28e1-742c-4a392e912cac,43,3202.947380805678,clothing,debit_card,1,2020-12-20T06:03:08.155651
801a576e-22f8-5524-5824-f5dd234d2563,37,3237.403985286302,books,debit_card,0,2020-11-11T05:21:46.452752
4eae2c0c-323e-00f8-fddf-0276dbc9f0ab,36,2461.8661860569937,toys,debit_card,0,2020-11-01T11:58:02.972126
cdcc203a-b5a5-5595-5a59-32b37c32a363,58,4293.374917675373,books,credit_card,1,2020-11-01T15:23:23.591211
a9168377-62f8-cf7f-0898-7582eda089b8,19,128.70225449908529,food,debit_card,0,2020-02-19T20:01:18.868011
6d3de81f-a149-fc7b-a751-39ad80611a5a,75,4085.389475098586,food,credit_card,1,2020-08-11T04:46:04.105093
bddb8bd7-5a24-5ae0-de56-0bfdcb002b0a,45,3989.859433469961,toys,credit_card,1,2020-09-30T06:11:47.120178
42293283-a528-c3f0-ea86-fc11818ea842,56,1469.5179922300217,electronics,paypal,1,2020-08-10T04:08:26.713829
0eba2d64-ec9d-a035-ffd5-fcec79e060c7,49,3724.4317946444576,clothing,debit_card,1,2020-04-24T01:31:55.693804
e30f15ef-0865-e641-760b-b4ce0b9e0699,63,4735.78665935156,electronics,bank_transfer,0,2020-07-18T16:33:35.391095
4a7bbba8-83ca-2166-0467-3dea4fac18a4,44,289.0033991096853,books,debit_card,0,2020-12-19T08:20:39.527966
1fb94699-3ec1-384f-a6bb-77067739939e,26,2819.6744280321354,books,paypal,1,2020-05-08T14:29:59.474312
78647305-d0a7-b4d8-4cac-8922415a454c,77,833.4424827551701,clothing,debit_card,1,2020-07-18T08:10:05.509204
2348fd9b-338a-22de-3719-6740633dd20a,71,2886.5403096807822,clothing,debit_card,0,2020-06-14T00:38:00.088747
6ec80d21-ce10-af14-fc6b-a245e7013bdf,57,692.9549191532637,electronics,credit_card,0,2020-07-06T03:43:56.677722
daee7526-c9dc-1ed9-d588-b262cfa79098,57,2567.226172915252,food,credit_card,0,2020-03-07T02:54:46.314031
b380433c-a527-89d1-0c67-76378cc9be0e,76,1219.484406062848,clothing,credit_card,1,2020-12-15T15:37:51.690203
2e09d9e4-e620-35a5-13b9-a7905daef731,30,1836.768536598746,clothing,debit_card,1,2020-02-11T02:18:08.817303
59d56a05-34bf-274c-2703-11d94cbe5f28,79,1771.787880801002,toys,bank_transfer,0,2020-11-05T20:16:33.394613
5529f7f6-661a-0b26-26da-82063350fb6f,66,169.90711297944316,clothing,credit_card,1,2020-02-06T23:51:16.081652
38ec398c-9922-378a-a70f-913fc0c9b8a6,45,1413.5756638050302,clothing,credit_card,0,2020-08-09T06:43:54.654862
17384eb9-066f-0f95-7eb2-350d4945a936,43,3999.9147849115298,food,debit_card,1,2020-12-03T17:36:23.253793
f84d90b0-4446-d27d-1f6a-a5e693ae1926,21,1134.245674082789,electronics,credit_card,0,2020-05-21T21:18:08.933455
f5300183-df53-3833-487e-2ebf4e0fb7b1,35,3673.0961839354636,books,debit_card,0,2020-07-13T11:18:54.047965
08e0bf97-77f4-eadd-5dd2-37d081815cd6,51,3706.2012667012295,electronics,credit_card,0,2020-06-14T07:06:39.519899
50cdcce0-a2b1-e134-8a53-00cb062f0648,37,180.86540162649726,toys,credit_card,1,2020-06-20T16:50:45.311525
e06d9176-3e3a-d290-d513-5d2b9c67151e,41,3075.0898928694965,clothing,credit_card,0,2020-12-11T18:33:38.647918
16360759-ca2e-e9b5-c1dd-894d1f47e069,75,2874.6500633619194,toys,credit_card,1,2020-10-10T05:39:34.424449
0a4555d8-5ed7-9b2c-1a0e-8432ce4daf5f,60,1787.7672238363502,books,credit_card,1,2020-07-08T02:49:13.068913
7e38344d-d7e2-26a9-ce59-d273c9830da9,67,291.47715603923984,electronics,paypal,1,2020-03-13T04:51:25.399507
0fee653b-248d-5721-a058-288fb2f4d5cb,21,2402.0210853314984,electronics,credit_card,1,2020-01-29T14:07:30.592639
8e8d5fcd-ce5f-c258-abb7-b316bf3ae027,74,2370.9425814811434,electronics,debit_card,1,2020-11-10T20:13:25.752305
85d9c319-de6d-69a4-51c4-35f89197e424,73,1775.593849961747,electronics,debit_card,0,2020-12-30T16:57:12.339605
9ef37538-ebb1-ff0a-656c-faeef451f88e,70,1293.2411220665554,electronics,credit_card,0,2020-09-24T01:15:26.030616
c872ffab-64c1-f22f-bab1-b13288350c4f,65,3871.488880490937,electronics,debit_card,1,2020-10-07T17:45:39.442608
b5dd471f-8b58-7b2a-66a8-d0f9192c8de7,72,3661.406642719208,toys,credit_card,1,2020-06-02T15:32:45.815255
8fb4ab56-a81a-bf23-34db-fc9a55ff1166,33,3737.739473092285,clothing,debit_card,0,2020-11-27T17:01:35.113634
cfcaad30-4eda-b26d-831c-dc4b838f1e5d,49,4323.692111646741,clothing,debit_card,0,2020-05-16T15:49:49.982618
d0798cf6-f5ed-48ab-1683-3218d3a41635,44,2584.8127803460893,electronics,debit_card,0,2020-03-30T04:05:07.585829
af71868b-09ff-70df-aff4-f86091a58a84,43,4942.8876744845,electronics,credit_card,1,2020-01-27T15:54:03.098424
ad35a6b7-71f4-6ef4-5c62-a75070ae6de4,76,2308.895319270521,toys,debit_card,1,2020-05-17T13:05:30.605903
0825dca1-434f-ca41-152b-525949e45b2c,51,4928.95945190497,food,credit_card,0,2020-05-04T18:40:03.567497
25507b65-af50-511c-a934-acc354e51f99,62,709.3612711478605,electronics,bank_transfer,0,2020-03-08T04:54:39.723654
089dcfdf-1d93-c6e6-d93f-b373d6e47317,71,834.9481929018075,clothing,credit_card,1,2020-10-01T00:08:02.709296
ccbc3fdb-fbb9-8d09-ecb2-5d9853865543,57,2183.5730724261707,books,bank_transfer,0,2020-10-21T10:10:29.456655
5b9412cb-459d-c142-a5a3-d3538393342e,43,2515.562052580455,clothing,credit_card,1,2020-03-24T11:57:11.100639
30f3dd81-620a-0bd8-21a1-af77558370b6,63,3748.9387958917096,clothing,paypal,1,2020-05-07T19:05:58.576750
55bb5a38-d522-7a9e-ff9a-31a95f4ffc4c,66,4494.057394875933,books,credit_card,1,2020-09-28T14:41:36.029288
1eb7f0c1-48e1-7c96-2d48-57ec40dc17be,23,3132.9698502605575,food,debit_card,0,2020-04-09T17:15:44.301315
1b83144f-8253-c1dd-8f58-f0bf24afe297,38,4738.675086084722,clothing,credit_card,0,2020-04-13T15:16:12.951567
7674789f-8461-da44-faf4-25084ff9fc06,53,165.31271776554604,electronics,paypal,0,2020-05-14T23:21:47.991188
